10,0.02552,0.040636,0.036035,0.06837,0.029782,0.066596
10,0.024175,0.0602,0.034233,0.082934,0.0324,0.066458
10,0.025475,0.07679,0.036175,0.087012,0.029747,0.072032
10,0.025397,0.063069,0.035949,0.080697,0.030753,0.058907
10,0.024516,0.052964,0.034643,0.085395,0.029557,0.08604
10,0.024911,0.041316,0.035244,0.054467,0.032483,0.095293
10,0.025496,0.051145,0.036011,0.07667,0.031172,0.066369
10,0.026054,0.047264,0.036825,0.071273,0.03544,0.073456
10,0.025264,0.052415,0.035703,0.078649,0.030019,0.041261
10,0.025567,0.051789,0.036169,0.072347,0.030315,0.071246
10,0.024259,0.039071,0.034195,0.080389,0.03138,0.084732
10,0.025714,0.031042,0.036247,0.068368,0.0313,0.065294
10,0.026411,0.04587,0.037304,0.073747,0.030127,0.051846
10,0.024968,0.059717,0.035252,0.094661,0.03042,0.051425
10,0.025106,0.043513,0.035346,0.086101,0.031694,0.065538
10,0.025199,0.056557,0.035655,0.070439,0.033354,0.062052
10,0.025244,0.083017,0.035724,0.10885,0.03338,0.053452
10,0.024438,0.061914,0.034609,0.081934,0.03157,0.05229
10,0.026384,0.071654,0.037428,0.08261,0.032387,0.06067
10,0.026107,0.061418,0.036876,0.093443,0.029349,0.075725
10,0.024953,0.058142,0.035319,0.07523,0.031415,0.068746
10,0.025327,0.055437,0.035786,0.082823,0.031344,0.050054
10,0.027311,0.05615,0.038614,0.081489,0.032468,0.057452
10,0.026947,0.053169,0.038157,0.067534,0.033695,0.062878
10,0.024264,0.052529,0.034301,0.074615,0.028898,0.057987
10,0.024807,0.060693,0.035101,0.084551,0.031312,0.051686
10,0.023102,0.069535,0.03283,0.065431,0.030119,0.050654
10,0.026523,0.06489,0.037594,0.072585,0.031425,0.062471
10,0.027226,0.056177,0.038576,0.063174,0.031836,0.055013
10,0.026469,0.05249,0.037425,0.077374,0.032537,0.068975
10,0.024402,0.06574,0.034636,0.06814,0.030236,0.071254
10,0.027816,0.059853,0.039446,0.067069,0.033864,0.059194
10,0.023635,0.067561,0.033395,0.10269,0.032743,0.048831
10,0.025767,0.038591,0.036312,0.078277,0.032639,0.061393
10,0.025893,0.077058,0.036773,0.08635,0.029808,0.057786
10,0.024354,0.048107,0.034444,0.066145,0.032935,0.057734
10,0.025754,0.051343,0.036462,0.063204,0.032628,0.063002
10,0.026103,0.054033,0.036812,0.091932,0.031861,0.063709
10,0.026661,0.046367,0.037664,0.073398,0.03524,0.082926
10,0.026456,0.049398,0.037469,0.066339,0.032244,0.05357
10,0.025076,0.074839,0.035436,0.10606,0.033496,0.10408
10,0.025077,0.045003,0.035388,0.078444,0.029513,0.06942
10,0.02513,0.05281,0.035577,0.066478,0.030918,0.092963
10,0.025667,0.066639,0.036296,0.097527,0.033615,0.067555
10,0.025623,0.057948,0.036312,0.0662,0.030079,0.068617
10,0.02559,0.045551,0.036165,0.06851,0.032504,0.069178
10,0.027403,0.047768,0.0387,0.075851,0.032352,0.079289
10,0.025967,0.047735,0.036693,0.074456,0.032841,0.060435
10,0.026702,0.058066,0.037737,0.083626,0.032988,0.079541
10,0.025788,0.061737,0.036536,0.075928,0.03033,0.060146
20,0.026178,0.071681,0.037016,0.10711,0.033472,0.089504
20,0.02692,0.066359,0.037976,0.097436,0.032551,0.11688
20,0.025208,0.073132,0.035757,0.090172,0.031651,0.093446
20,0.028101,0.071457,0.039657,0.10244,0.033873,0.095067
20,0.025408,0.083455,0.036051,0.10653,0.030052,0.088982
20,0.026997,0.082072,0.038308,0.10191,0.03308,0.080733
20,0.0286,0.061872,0.04021,0.11214,0.035924,0.094331
20,0.028372,0.085638,0.040224,0.10844,0.036369,0.085965
20,0.026373,0.071905,0.037121,0.12461,0.031024,0.09323
20,0.024619,0.10578,0.035018,0.12399,0.031099,0.098022
20,0.02583,0.055886,0.036364,0.10202,0.032358,0.08748
20,0.025212,0.076722,0.035785,0.09268,0.031439,0.073809
20,0.027529,0.074828,0.039016,0.1001,0.034185,0.11548
20,0.026418,0.066079,0.037247,0.1092,0.032657,0.081012
20,0.027121,0.087888,0.038526,0.097088,0.030564,0.078714
